CATEGORIA;ENDPOINT;FUNCAO_JAVA;CONTROLADOR_ORIGEM;DESCRICAO_SUGERIDA
Sistema;/psec/categoria-atividade/all;consultarTodos;CategoriaAtividadeController;Realiza a ação 'consultarTodos' no módulo de sistema.
Sistema;/psec/categoria-atividade/{id};consultarCategoriaAtividade;CategoriaAtividadeController;Realiza a ação 'consultarCategoriaAtividade' no módulo de sistema.
Sistema;/psec/categoria-atividade/{id};alterarCategoriaAtividade;CategoriaAtividadeController;Realiza a ação 'alterarCategoriaAtividade' no módulo de sistema.
Sistema;/psec/categoria-atividade/{id};excluirCategoriaAtividade;CategoriaAtividadeController;Realiza a ação 'excluirCategoriaAtividade' no módulo de sistema.
Sistema;/psec/categoria-ficha;cadastrarCategoriaFicha;CategoriaFichaController;Realiza a ação 'cadastrarCategoriaFicha' no módulo de sistema.
Sistema;/psec/categoria-ficha;editarCategoriaFichas;CategoriaFichaController;Realiza a ação 'editarCategoriaFichas' no módulo de sistema.
Sistema;/psec/categoria-ficha/categorias;listarCategoriaFichas;CategoriaFichaController;Realiza a ação 'listarCategoriaFichas' no módulo de sistema.
Sistema;/psec/categoria-ficha/{id};excluirCategoriaFichas;CategoriaFichaController;Realiza a ação 'excluirCategoriaFichas' no módulo de sistema.
Sistema;/psec/colaboradores;cadastroColaborador;ColaboradorController;Realiza a ação 'cadastroColaborador' no módulo de sistema.
Sistema;/psec/colaboradores;listaColaborador;ColaboradorController;Realiza a ação 'listaColaborador' no módulo de sistema.
Sistema;/psec/colaboradores/all;listarTodosColaborador;ColaboradorController;Realiza a ação 'listarTodosColaborador' no módulo de sistema.
Sistema;/psec/colaboradores/all-simple;todosSimples;ColaboradorController;Realiza a ação 'todosSimples' no módulo de sistema.
Sistema;/psec/colaboradores/bi-professores-vinculos;biProfessoresComVinculos;ColaboradorController;Realiza a ação 'biProfessoresComVinculos' no módulo de sistema.
Sistema;/psec/colaboradores/edit-situacao/{id};editSituacaoColaborador;ColaboradorController;Realiza a ação 'editSituacaoColaborador' no módulo de sistema.
Sistema;/psec/colaboradores/is-null-usuario/all;colaboradorIsNullUsuario;ColaboradorController;Realiza a ação 'colaboradorIsNullUsuario' no módulo de sistema.
Sistema;/psec/colaboradores/professores-aulas/all;listarTodosColaboradorAptoAAula;ColaboradorController;Realiza a ação 'listarTodosColaboradorAptoAAula' no módulo de sistema.
Sistema;/psec/colaboradores/professores-dados-basicos/{idProfessorMontou};listaColaboradorDadosBasicos;ColaboradorController;Realiza a ação 'listaColaboradorDadosBasicos' no módulo de sistema.
Sistema;/psec/colaboradores/professores-vinculos;professoresComVinculos;ColaboradorController;Realiza a ação 'professoresComVinculos' no módulo de sistema.
Sistema;/psec/colaboradores/usuario/{usuarioId}/colaborador;consultarColaboradoradorPorUsuario;ColaboradorController;Realiza a ação 'consultarColaboradoradorPorUsuario' no módulo de sistema.
Sistema;/psec/colaboradores/zw/all;listarTodosColaboradorZW;ColaboradorController;Realiza a ação 'listarTodosColaboradorZW' no módulo de sistema.
Sistema;/psec/colaboradores/zw/todos-por-empresa;listarTodosColaboradoresPorEmpresa;ColaboradorController;Realiza a ação 'listarTodosColaboradoresPorEmpresa' no módulo de sistema.
Sistema;/psec/colaboradores/{id};atualizarColaborador;ColaboradorController;Realiza a ação 'atualizarColaborador' no módulo de sistema.
Sistema;/psec/colaboradores/{id};detalhesColaborador;ColaboradorController;Realiza a ação 'detalhesColaborador' no módulo de sistema.
Sistema;/psec/configGympass;todas;ConfigGymPassController;Realiza a ação 'todas' no módulo de sistema.
Sistema;/psec/configGympass;alterar;ConfigGymPassController;Realiza a ação 'alterar' no módulo de sistema.
Sistema;/psec/configuracoes/aplicativos;cfgAplicativos;ConfiguracaoController;Realiza a ação 'cfgAplicativos' no módulo de sistema.
Sistema;/psec/configuracoes/aplicativos;cfgGerias;ConfiguracaoController;Realiza a ação 'cfgGerias' no módulo de sistema.
Sistema;/psec/configuracoes/aplicativos/log;logApps;ConfiguracaoController;Realiza a ação 'logApps' no módulo de sistema.
Sistema;/psec/configuracoes/aulas;cfgAulas;ConfiguracaoController;Realiza a ação 'cfgAulas' no módulo de sistema.
Sistema;/psec/configuracoes/aulas;cfgAulas;ConfiguracaoController;Realiza a ação 'cfgAulas' no módulo de sistema.
Sistema;/psec/configuracoes/aulas/log;logAulas;ConfiguracaoController;Realiza a ação 'logAulas' no módulo de sistema.
Sistema;/psec/configuracoes/avaliacao;cfgAvaliacoes;ConfiguracaoController;Realiza a ação 'cfgAvaliacoes' no módulo de sistema.
Sistema;/psec/configuracoes/avaliacao;cfgAvaliacao;ConfiguracaoController;Realiza a ação 'cfgAvaliacao' no módulo de sistema.
Sistema;/psec/configuracoes/avaliacao/log;logAvaliacao;ConfiguracaoController;Realiza a ação 'logAvaliacao' no módulo de sistema.
Sistema;/psec/configuracoes/crossfit;cfgCrossfit;ConfiguracaoController;Realiza a ação 'cfgCrossfit' no módulo de sistema.
Sistema;/psec/configuracoes/crossfit;cfgCrossfit;ConfiguracaoController;Realiza a ação 'cfgCrossfit' no módulo de sistema.
Sistema;/psec/configuracoes/gerais;cfgGerais;ConfiguracaoController;Realiza a ação 'cfgGerais' no módulo de sistema.
Sistema;/psec/configuracoes/gerais;cfgGerais;ConfiguracaoController;Realiza a ação 'cfgGerais' no módulo de sistema.
Sistema;/psec/configuracoes/gerais/log;atividadesCrossfit;ConfiguracaoController;Realiza a ação 'atividadesCrossfit' no módulo de sistema.
Sistema;/psec/configuracoes/gestao;cfgGestao;ConfiguracaoController;Realiza a ação 'cfgGestao' no módulo de sistema.
Sistema;/psec/configuracoes/gestao;cfgGestao;ConfiguracaoController;Realiza a ação 'cfgGestao' no módulo de sistema.
Sistema;/psec/configuracoes/gestao/log;logGestao;ConfiguracaoController;Realiza a ação 'logGestao' no módulo de sistema.
Sistema;/psec/configuracoes/ia;cfgGerias;ConfiguracaoController;Realiza a ação 'cfgGerias' no módulo de sistema.
Sistema;/psec/configuracoes/ia;cfgIa;ConfiguracaoController;Realiza a ação 'cfgIa' no módulo de sistema.
Sistema;/psec/configuracoes/ia/log;logIa;ConfiguracaoController;Realiza a ação 'logIa' no módulo de sistema.
Sistema;/psec/configuracoes/integracoes;cfgIntegracoes;ConfiguracaoController;Realiza a ação 'cfgIntegracoes' no módulo de sistema.
Sistema;/psec/configuracoes/integracoes;cfgIntegracoes;ConfiguracaoController;Realiza a ação 'cfgIntegracoes' no módulo de sistema.
Sistema;/psec/configuracoes/integracoes/log;integracoesLog;ConfiguracaoController;Realiza a ação 'integracoesLog' no módulo de sistema.
Sistema;/psec/configuracoes/integracoeslista;cfgIntegracoesLista;ConfiguracaoController;Realiza a ação 'cfgIntegracoesLista' no módulo de sistema.
Sistema;/psec/configuracoes/integracoeslista;cfgIntegracoesLista;ConfiguracaoController;Realiza a ação 'cfgIntegracoesLista' no módulo de sistema.
Sistema;/psec/configuracoes/integracoeslistaGoGood;cfgIntegracoesListaGoGood;ConfiguracaoController;Realiza a ação 'cfgIntegracoesListaGoGood' no módulo de sistema.
Sistema;/psec/configuracoes/integracoeslistamgb;cfgIntegracoesListaMGB;ConfiguracaoController;Realiza a ação 'cfgIntegracoesListaMGB' no módulo de sistema.
Sistema;/psec/configuracoes/integracoeslistamgb;cfgIntegracoesListaMGB;ConfiguracaoController;Realiza a ação 'cfgIntegracoesListaMGB' no módulo de sistema.
Sistema;/psec/configuracoes/log;logs;ConfiguracaoController;Realiza a ação 'logs' no módulo de sistema.
Sistema;/psec/configuracoes/manutencao;cfgManutencao;ConfiguracaoController;Realiza a ação 'cfgManutencao' no módulo de sistema.
Sistema;/psec/configuracoes/manutencao;cfgGeriasManutencao;ConfiguracaoController;Realiza a ação 'cfgGeriasManutencao' no módulo de sistema.
Sistema;/psec/configuracoes/notificacao;cfgNotificacao;ConfiguracaoController;Realiza a ação 'cfgNotificacao' no módulo de sistema.
Sistema;/psec/configuracoes/notificacao;cfgNotificacao;ConfiguracaoController;Realiza a ação 'cfgNotificacao' no módulo de sistema.
Sistema;/psec/configuracoes/obter-integracoes-gogood;obterIntegracoesGoGood;ConfiguracaoController;Realiza a ação 'obterIntegracoesGoGood' no módulo de sistema.
Sistema;/psec/configuracoes/obter-integracoes-mqv;obterIntegracoesMQV;ConfiguracaoController;Realiza a ação 'obterIntegracoesMQV' no módulo de sistema.
Sistema;/psec/configuracoes/obter-integracoes-selfloops;obterIntegracoesSelfloops;ConfiguracaoController;Realiza a ação 'obterIntegracoesSelfloops' no módulo de sistema.
Sistema;/psec/configuracoes/obter-integracoes-totalpass;obterIntegracoesTotalPass;ConfiguracaoController;Realiza a ação 'obterIntegracoesTotalPass' no módulo de sistema.
Sistema;/psec/configuracoes/processos/corrigir-datas-matriculaalunohorarioturma;corrigirDatasMatriculaalunohorarioturma;ConfiguracaoController;Realiza a ação 'corrigirDatasMatriculaalunohorarioturma' no módulo de sistema.
Sistema;/psec/configuracoes/processos/excluirNaoExisteZw/{empresa};pcrExcluirNaoExisteZw;ConfiguracaoController;Realiza a ação 'pcrExcluirNaoExisteZw' no módulo de sistema.
Sistema;/psec/configuracoes/processos/manutencao/aulasexperimentais;pcrAtualizarNumeroAulasExperimentaisTodos;ConfiguracaoController;Realiza a ação 'pcrAtualizarNumeroAulasExperimentaisTodos' no módulo de sistema.
Sistema;/psec/configuracoes/processos/set-aluno-parq-false/{matricula};setAlunoParqFalse;ConfiguracaoController;Realiza a ação 'setAlunoParqFalse' no módulo de sistema.
Sistema;/psec/configuracoes/processos/sincronizar-alunos-mgb/{empresa};pcrSincronizarAlunosMgb;ConfiguracaoController;Realiza a ação 'pcrSincronizarAlunosMgb' no módulo de sistema.
Sistema;/psec/configuracoes/processos/sincronizarBooking/{empresa};sincronizarBooking;ConfiguracaoController;Realiza a ação 'sincronizarBooking' no módulo de sistema.
Sistema;/psec/configuracoes/processos/sync-atividades-professorestw/{empresaZW};sincronizarAtividadesProfessoresTW;ConfiguracaoController;Realiza a ação 'sincronizarAtividadesProfessoresTW' no módulo de sistema.
Sistema;/psec/configuracoes/processos/sync-professortw/{empresaZW};sincronizarProfessorTW;ConfiguracaoController;Realiza a ação 'sincronizarProfessorTW' no módulo de sistema.
Sistema;/psec/configuracoes/salvar-integracoes-mqv;salvarIntegracoesMQV;ConfiguracaoController;Realiza a ação 'salvarIntegracoesMQV' no módulo de sistema.
Sistema;/psec/configuracoes/salvar-integracoes-selfloops;salvarIntegracoesSelfloops;ConfiguracaoController;Realiza a ação 'salvarIntegracoesSelfloops' no módulo de sistema.
Sistema;/psec/configuracoes/salvar-integracoes-totalpass;salvarIntegracoesTotalPass;ConfiguracaoController;Realiza a ação 'salvarIntegracoesTotalPass' no módulo de sistema.
Sistema;/psec/configuracoes/treino;cfgTreino;ConfiguracaoController;Realiza a ação 'cfgTreino' no módulo de sistema.
Sistema;/psec/configuracoes/treino;cfgGerias;ConfiguracaoController;Realiza a ação 'cfgGerias' no módulo de sistema.
Sistema;/psec/configuracoes/treino/log;logTreino;ConfiguracaoController;Realiza a ação 'logTreino' no módulo de sistema.
Sistema;/psec/configuracoes/usa-plano-compartilhado;verificaPermiteDependente;ConfiguracaoController;Realiza a ação 'verificaPermiteDependente' no módulo de sistema.
Sistema;/psec/crossfit-bi/alunos-agendamentos;obterAlunosPorAgendamentosAula;BICrossfitController;Realiza a ação 'obterAlunosPorAgendamentosAula' no módulo de sistema.
Sistema;/psec/crossfit-bi/alunos-frequentam-aula/professor;obterAlunosFrequentamAulaProfessor;BICrossfitController;Realiza a ação 'obterAlunosFrequentamAulaProfessor' no módulo de sistema.
Sistema;/psec/crossfit-bi/alunos-resultados;obterAlunosPorResultados;BICrossfitController;Realiza a ação 'obterAlunosPorResultados' no módulo de sistema.
Sistema;/psec/crossfit-bi/dados;dados;BICrossfitController;Realiza a ação 'dados' no módulo de sistema.
Sistema;/psec/crossfit-bi/ranking;rankingGeral;BICrossfitController;Realiza a ação 'rankingGeral' no módulo de sistema.
Sistema;/psec/disponibilidade-config;consultarDisponibilidade;ConfigDisponibilidadeController;Realiza a ação 'consultarDisponibilidade' no módulo de sistema.
Sistema;/psec/disponibilidade-config;criarDisponibilidade;ConfigDisponibilidadeController;Realiza a ação 'criarDisponibilidade' no módulo de sistema.
Sistema;/psec/disponibilidade-config/{id};removerDisponibilidade;ConfigDisponibilidadeController;Realiza a ação 'removerDisponibilidade' no módulo de sistema.
Sistema;/psec/disponibilidade-config/{id};editarDisponibilidade;ConfigDisponibilidadeController;Realiza a ação 'editarDisponibilidade' no módulo de sistema.
Sistema;/psec/disponibilidade/all;listarDisponibilidades;DisponibilidadeController;Realiza a ação 'listarDisponibilidades' no módulo de sistema.
Sistema;/psec/disponibilidade/existeAgendamentoAlunoHorarioDisponibilidade;existeAgendamentoAlunoHorarioDisponibilidade;DisponibilidadeController;Realiza a ação 'existeAgendamentoAlunoHorarioDisponibilidade' no módulo de sistema.
Sistema;/psec/disponibilidade/migrarDados;migrarDados;DisponibilidadeController;Realiza a ação 'migrarDados' no módulo de sistema.
Sistema;/psec/disponibilidade/removerDisponibilidade;removerDisponibilidade;DisponibilidadeController;Realiza a ação 'removerDisponibilidade' no módulo de sistema.
Sistema;/psec/disponibilidade/saveOrUpdate;saveOrUpdateDisponibilidade;DisponibilidadeController;Realiza a ação 'saveOrUpdateDisponibilidade' no módulo de sistema.
Sistema;/psec/disponibilidade/{codigo};findDisponibilidadeById;DisponibilidadeController;Realiza a ação 'findDisponibilidadeById' no módulo de sistema.
Sistema;/psec/disponibilidade/{tipo}/itensValidacao;itensValidacao;DisponibilidadeController;Realiza a ação 'itensValidacao' no módulo de sistema.
Sistema;/psec/empresas/all;listarEmpresas;EmpresaController;Realiza a ação 'listarEmpresas' no módulo de sistema.
Sistema;/psec/empresas/alterarEmpresa;alterarEmpresa;EmpresaController;Realiza a ação 'alterarEmpresa' no módulo de sistema.
Sistema;/psec/empresas/ativar;ativarEmpresa;EmpresaController;Realiza a ação 'ativarEmpresa' no módulo de sistema.
Sistema;/psec/empresas/ativas;listarUnidadesAtivas;EmpresaController;Realiza a ação 'listarUnidadesAtivas' no módulo de sistema.
Sistema;/psec/empresas/empdto/{id};listarEmpresaDTO;EmpresaController;Realiza a ação 'listarEmpresaDTO' no módulo de sistema.
Sistema;/psec/empresas/linkzw;linkzw;EmpresaController;Realiza a ação 'linkzw' no módulo de sistema.
Sistema;/psec/empresas/{id};listarEmpresa;EmpresaController;Realiza a ação 'listarEmpresa' no módulo de sistema.
Sistema;/psec/eventos-usuario/all;listaTodosEventosUsuario;EventoUsuarioController;Realiza a ação 'listaTodosEventosUsuario' no módulo de sistema.
Sistema;/psec/eventos-usuario/{id};atualizarEventosUsuario;EventoUsuarioController;Realiza a ação 'atualizarEventosUsuario' no módulo de sistema.
Sistema;/psec/fichas;criarFicha;FichaController;Realiza a ação 'criarFicha' no módulo de sistema.
Sistema;/psec/fichas/categorias;listarCategoriaFichas;FichaController;Realiza a ação 'listarCategoriaFichas' no módulo de sistema.
Sistema;/psec/fichas/criarPredefinida;criarPredefinida;FichaController;Realiza a ação 'criarPredefinida' no módulo de sistema.
Sistema;/psec/fichas/fichasExecutadas/{clienteZW};fichasExecutadas;FichaController;Realiza a ação 'fichasExecutadas' no módulo de sistema.
Sistema;/psec/fichas/grupos-musculares/{id};obterGruposMuscularesPorFicha;FichaController;Realiza a ação 'obterGruposMuscularesPorFicha' no módulo de sistema.
Sistema;/psec/fichas/mensagens-recomendadas-ficha;obterMensagensRecomendadas;FichaController;Realiza a ação 'obterMensagensRecomendadas' no módulo de sistema.
Sistema;/psec/fichas/obterFichaPredefinida/{id};obterFichaPredefinida;FichaController;Realiza a ação 'obterFichaPredefinida' no módulo de sistema.
Sistema;/psec/fichas/pre-definido;consultarFichasPreDefinidas;FichaController;Realiza a ação 'consultarFichasPreDefinidas' no módulo de sistema.
Sistema;/psec/fichas/situacao/{id};atualizarStituacaoAtividade;FichaController;Realiza a ação 'atualizarStituacaoAtividade' no módulo de sistema.
Sistema;/psec/fichas/{id};editarFicha;FichaController;Realiza a ação 'editarFicha' no módulo de sistema.
Sistema;/psec/fichas/{id};excluirFicha;FichaController;Realiza a ação 'excluirFicha' no módulo de sistema.
Sistema;/psec/fichas/{id}/aplicar-padrao;padronizarSeriesDaAtividadeFicha;FichaController;Realiza a ação 'padronizarSeriesDaAtividadeFicha' no módulo de sistema.
Sistema;/psec/fichas/{id}/ordenar-atividades;reordenarAtividades;FichaController;Realiza a ação 'reordenarAtividades' no módulo de sistema.
Sistema;/psec/fichas/{id}/tornar-predefinida;tornarFichaPreDefinida;FichaController;Realiza a ação 'tornarFichaPreDefinida' no módulo de sistema.
Sistema;/psec/gestao-personal/consultar;consultarGestao;GestaoPersonalController;Realiza a ação 'consultarGestao' no módulo de sistema.
Sistema;/psec/gestao-personal/exportar;exportarCreditos;GestaoPersonalController;Realiza a ação 'exportarCreditos' no módulo de sistema.
Sistema;/psec/gestao-personal/personais;obterPersonais;GestaoPersonalController;Realiza a ação 'obterPersonais' no módulo de sistema.
Sistema;/psec/gestao-personal/personais/{personalId}/enviar-email;enviarEmail;GestaoPersonalController;Realiza a ação 'enviarEmail' no módulo de sistema.
