ENDPOINT;METODO_JAVA;ASSINATURA_COMPLETA
/crossfit/{ctx}/novaEquipe;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.novoTime(java.lang.String,java.lang.String,java.lang.Integer,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.novoTime(java.lang.String,java.lang.String,java.lang.Integer,java.lang.Integer)
/crossfit/{ctx}/obterAparelhosCrossFit;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.obterAparelhosCrossFit(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.obterAparelhosCrossFit(java.lang.String)
/crossfit/{ctx}/obterAtividadesCrossFit;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.obterAtividadesCrossFit(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.obterAtividadesCrossFit(java.lang.String)
/crossfit/{ctx}/obterWodSite;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.obterWodSite(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.obterWodSite(java.lang.String,java.lang.String)
/crossfit/{ctx}/podeusarcrossfit;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.podeUsarCrossfit(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.podeUsarCrossfit(java.lang.String,java.lang.String)
/crossfit/{ctx}/ranking;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.ranking(java.lang.String,java.lang.Integer,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.ranking(java.lang.String,java.lang.Integer,javax.servlet.http.HttpServletRequest)
/crossfit/{ctx}/registrarLike;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.registrarLike(java.lang.String,java.lang.String,java.lang.Integer,boolean,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.registrarLike(java.lang.String,java.lang.String,java.lang.Integer,boolean,java.lang.Integer)
/crossfit/{ctx}/resultados;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.resultados(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.resultados(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer)
/crossfit/{ctx}/simularscore;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.simular(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.simular(java.lang.String,java.lang.String)
/crossfit/{ctx}/tipoWod;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.tipoWod(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.tipoWod(java.lang.String)
/crossfit/{ctx}/tiposwods;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.tiposWods(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.tiposWods(java.lang.String)
/crossfit/{ctx}/v2/wods;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.wodsV2(java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,java.lang.String,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.wodsV2(java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,java.lang.String,java.lang.Integer)
/crossfit/{ctx}/wods;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.wods(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.wods(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer,java.lang.Integer)
/crossfit/{ctx}/wodsdia;br.com.pacto.controller.json.crossfit.CrossfitJSONControle.wodsdia(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.crossfit.CrossfitJSONControle.wodsdia(java.lang.String)
/empresa/{ctx}/buscarUnidades;br.com.pacto.controller.json.empresa.EmpresaJSONControle.buscarUnidades(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.empresa.EmpresaJSONControle.buscarUnidades(java.lang.String)
/empresa/{ctx}/convenioPagamento;br.com.pacto.controller.json.empresa.EmpresaJSONControle.convenioPagamento(java.lang.String,java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.empresa.EmpresaJSONControle.convenioPagamento(java.lang.String,java.lang.Integer)
/empresa/{ctx}/descricaoTotem;br.com.pacto.controller.json.empresa.EmpresaJSONControle.descricaoTotem(java.lang.String,java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.empresa.EmpresaJSONControle.descricaoTotem(java.lang.String,java.lang.Integer)
/empresa/{ctx}/empresa;br.com.pacto.controller.json.empresa.EmpresaJSONControle.consultarEmpresaPorCodFinanceiro(java.lang.String,java.lang.Integer);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.empresa.EmpresaJSONControle.consultarEmpresaPorCodFinanceiro(java.lang.String,java.lang.Integer)
/empresa/{ctx}/modulos;br.com.pacto.controller.json.empresa.EmpresaJSONControle.modulos(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.empresa.EmpresaJSONControle.modulos(java.lang.String)
/empresa/{ctx}/tokenSMS;br.com.pacto.controller.json.empresa.EmpresaJSONControle.atualizarTokenSms(java.lang.String,java.lang.Integer,java.lang.String);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.empresa.EmpresaJSONControle.atualizarTokenSms(java.lang.String,java.lang.Integer,java.lang.String)
/empresa/{ctx}/tokenSMSShortcode;br.com.pacto.controller.json.empresa.EmpresaJSONControle.tokenSMSShortcode(java.lang.String,java.lang.Integer,java.lang.String);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.empresa.EmpresaJSONControle.tokenSMSShortcode(java.lang.String,java.lang.Integer,java.lang.String)
/empresa/{ctx}/validarChave;br.com.pacto.controller.json.empresa.EmpresaJSONControle.validarChave(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.empresa.EmpresaJSONControle.validarChave(java.lang.String)
/empresa/{ctx}/versao;br.com.pacto.controller.json.empresa.EmpresaJSONControle.versao(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.empresa.EmpresaJSONControle.versao(java.lang.String)
/enviar-email/send;br.com.pacto.controller.json.gestao.enviaEmailController.alunosAtivosTreinoEnviarEmail(java.lang.String,java.lang.String);public org.springframework.http.ResponseEntity<br.com.pacto.base.dto.EnvelopeRespostaDTO> br.com.pacto.controller.json.gestao.enviaEmailController.alunosAtivosTreinoEnviarEmail(java.lang.String,java.lang.String)
/ficha/{contexto}/get;br.com.pacto.controller.json.ficha.FichaJSONControle.getFicha(java.lang.String,java.lang.String,java.lang.Integer,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FichaJSONControle.getFicha(java.lang.String,java.lang.String,java.lang.Integer,java.lang.Integer)
/ficha/{ctx}/app/consultarConfiguracaoFichaApp;br.com.pacto.controller.json.ficha.FichaJSONControle.consultarConfiguracaoFichaApp(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FichaJSONControle.consultarConfiguracaoFichaApp(java.lang.String)
/ficha/{ctx}/app/consultarFichasPreDefinidas;br.com.pacto.controller.json.ficha.FichaJSONControle.consultarFichasPreDefinidasApp(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FichaJSONControle.consultarFichasPreDefinidasApp(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.String)
/ficha/{ctx}/app/deletarFicha;br.com.pacto.controller.json.ficha.FichaJSONControle.excluirFichaApp(java.lang.String,java.lang.String,java.lang.Integer,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FichaJSONControle.excluirFichaApp(java.lang.String,java.lang.String,java.lang.Integer,java.lang.Integer)
/ficha/{ctx}/app/getFicha;br.com.pacto.controller.json.ficha.FichaJSONControle.getFichaApp(java.lang.String,java.lang.String,java.lang.Integer,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FichaJSONControle.getFichaApp(java.lang.String,java.lang.String,java.lang.Integer,java.lang.Integer)
/ficha/{ctx}/app/persistirFicha;br.com.pacto.controller.json.ficha.FichaJSONControle.persistirFichaApp(java.lang.String,br.com.pacto.controller.json.ficha.write.FichaWriteJSON,java.lang.Integer,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FichaJSONControle.persistirFichaApp(java.lang.String,br.com.pacto.controller.json.ficha.write.FichaWriteJSON,java.lang.Integer,java.lang.Integer)
/ficha/{ctx}/app/persistirFichaPredefinida;br.com.pacto.controller.json.ficha.FichaJSONControle.persistirFichaPredefinidaApp(java.lang.String,br.com.pacto.controller.json.ficha.write.FichaWriteJSON,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FichaJSONControle.persistirFichaPredefinidaApp(java.lang.String,br.com.pacto.controller.json.ficha.write.FichaWriteJSON,java.lang.Integer)
/ficha/{ctx}/categorias;br.com.pacto.controller.json.ficha.FichaJSONControle.categorias(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FichaJSONControle.categorias(java.lang.String)
/ficha/{ctx}/categorias/sync;br.com.pacto.controller.json.ficha.FichaJSONControle.categorias_sync(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FichaJSONControle.categorias_sync(java.lang.String,java.lang.String)
/ficha/{ctx}/excluir;br.com.pacto.controller.json.ficha.FichaJSONControle.excluir(java.lang.String,java.lang.String,java.lang.Integer,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FichaJSONControle.excluir(java.lang.String,java.lang.String,java.lang.Integer,java.lang.Integer)
/ficha/{ctx}/persistir;br.com.pacto.controller.json.ficha.FichaJSONControle.persistir(java.lang.String,br.com.pacto.controller.json.ficha.write.FichaWriteJSON,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FichaJSONControle.persistir(java.lang.String,br.com.pacto.controller.json.ficha.write.FichaWriteJSON,java.lang.Integer)
/ficha/{ctx}/serie/alterar;br.com.pacto.controller.json.ficha.FichaJSONControle.alterarSerie(java.lang.String,br.com.pacto.controller.json.atividade.read.SerieJSON);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FichaJSONControle.alterarSerie(java.lang.String,br.com.pacto.controller.json.atividade.read.SerieJSON)
/ficha/{ctx}/sync;br.com.pacto.controller.json.ficha.FichaJSONControle.sync(java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FichaJSONControle.sync(java.lang.String,java.lang.String)
/ficha/{ctx}/tiposExecucao;br.com.pacto.controller.json.ficha.FichaJSONControle.metodosExecucao(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FichaJSONControle.metodosExecucao(java.lang.String)
/ficha/{ctx}/todas;br.com.pacto.controller.json.ficha.FichaJSONControle.todas(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FichaJSONControle.todas(java.lang.String)
/filaImpressao/{ctx}/enfileirar;br.com.pacto.controller.json.ficha.FilaImpressaoJSONControle.enfileirar(java.lang.String,java.lang.Integer,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FilaImpressaoJSONControle.enfileirar(java.lang.String,java.lang.Integer,javax.servlet.http.HttpServletRequest)
/filaImpressao/{ctx}/enfileirarSync;br.com.pacto.controller.json.ficha.FilaImpressaoJSONControle.enfileirarSync(java.lang.String,java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FilaImpressaoJSONControle.enfileirarSync(java.lang.String,java.lang.String,java.lang.String)
/filaImpressao/{ctx}/get;br.com.pacto.controller.json.ficha.FilaImpressaoJSONControle.filaImpressao(java.lang.String,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FilaImpressaoJSONControle.filaImpressao(java.lang.String,javax.servlet.http.HttpServletRequest)
/filaImpressao/{ctx}/limpar;br.com.pacto.controller.json.ficha.FilaImpressaoJSONControle.limpar(java.lang.String,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FilaImpressaoJSONControle.limpar(java.lang.String,javax.servlet.http.HttpServletRequest)
/filaImpressao/{ctx}/sync;br.com.pacto.controller.json.ficha.FilaImpressaoJSONControle.sync(java.lang.String,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FilaImpressaoJSONControle.sync(java.lang.String,java.lang.Integer)
/filaImpressao/{ctx}/verify;br.com.pacto.controller.json.ficha.FilaImpressaoJSONControle.verify(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.ficha.FilaImpressaoJSONControle.verify(java.lang.String)
/fotos/atualizarTodas;br.com.pacto.controller.json.usuario.FotosJSONControle.atualizarTodas();public org.springframework.ui.ModelMap br.com.pacto.controller.json.usuario.FotosJSONControle.atualizarTodas()
/fotos/{ctx}/atualizarEmpresa;br.com.pacto.controller.json.usuario.FotosJSONControle.atualizarEmpresa(java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.usuario.FotosJSONControle.atualizarEmpresa(java.lang.String)
/gestao/{ctx}/app/consultarDashColaborador;br.com.pacto.controller.json.gestao.GestaoJSONControle.consultarDashColaboradorApp(java.lang.String,java.lang.Integer,java.lang.Integer);public org.springframework.ui.ModelMap br.com.pacto.controller.json.gestao.GestaoJSONControle.consultarDashColaboradorApp(java.lang.String,java.lang.Integer,java.lang.Integer)
/gestao/{ctx}/obterBIsPeriodo;br.com.pacto.controller.json.gestao.GestaoJSONControle.obterBIsPeriodo(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.String);public org.springframework.ui.ModelMap br.com.pacto.controller.json.gestao.GestaoJSONControle.obterBIsPeriodo(java.lang.String,java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.String)
/gestao/{ctx}/obterProfessores;br.com.pacto.controller.json.gestao.GestaoJSONControle.obterProfessores(java.lang.String,java.lang.String,java.lang.Integer,javax.servlet.http.HttpServletRequest);public org.springframework.ui.ModelMap br.com.pacto.controller.json.gestao.GestaoJSONControle.obterProfessores(java.lang.String,java.lang.String,java.lang.Integer,javax.servlet.http.HttpServletRequest)
